evidence_id,claim,value,unit,tier,source_name,url,publication_date,effective_date,access_date,confidence,status,ttl,snapshot_path,collecting_agent,supersedes,conflict_id,notes
EV-2026-08-09-340,Turk konteyner terminali ithalat tarifesi - kapi cikis elleclleme (THC) ve ardiye gunluk ucretleri,"Kapi cikis/terminal: 20ft ve 40-45ft standart 113 USD; reefer 119 USD; OOG 226 USD. Ardiye standart konteyner: 20ft 0-5. gun 37 USD/gun, 6-10. gun 43, 11+ gun 52; 40-45ft 0-5. gun 58, 6-10. gun 66, 11+ gun 75. Reefer ardiye 112-155 USD/gun. IMO tehlikeli yukte %20 surprim",USD,T4,Beldeport - Konteyner Ithalat Tarifesi,https://www.beldeport.com.tr/tr-TR/konteyner-ithalat-tarifesi/247,UNKNOWN (guncel yayin),UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,navlun-lojistik-uzmani,-,-,"Faturalar TCMB kuru ile TL olarak kesiliyor; (*) isaretli hizmetlerde KDV var. ARDIYE FREE TIME gun sayisi sayfadan cikarilamadi -> UNKNOWN, T-304. Beldeport Ambarli degil; Ambarli terminalleri (Marport/Kumport/Mardas) tarifesi alinamadi -> seviye gostergesi olarak kullanildi."
EV-2026-08-09-341,"Asyaport 2026 ithalat saha hizmetleri tarifesi - ardiye, ic bosaltim ve muayene ucretleri","Ithalat dolu konteyner ardiye: 20ft 1-5.gun 33 USD, 6-10 37, 11-15 43, 16+ 51; 40ft 1-5 58, 6-10 65, 11-15 76, 16+ 90. Reefer ardiye: 20ft 1-5 135 / 6+ 165; 40ft 1-5 165 / 6+ 205. Ic bosaltim: 20ft 275 USD + KDV, 40ft 350 USD + KDV. Tam muayene: 20ft 2.322 TL, 40ft 3.249 TL + KDV. Kismi muayene: 20ft 1.973 TL, 40ft 2.787 TL",USD / TL,T4,Asyaport - Ithalat Saha Hizmetleri Tarifesi,https://www.asyaport.com/tr-TR/2025-ithalat-saha-hizmetleri-tarifesi/2513978,2026,2026,2026-08-09,MEDIUM,FACT,90d,-,navlun-lojistik-uzmani,-,-,KRITIK GOZLEM: reefer ardiyesi kuru konteynerin ~4 katI (20ft 135 vs 33 USD/gun). Sarapta reefer secilirse ve gumrukte beklenirse maliyet patlar. Alkollu icki ithalatinda muayene/numune olasiligi yuksek -> tam/kismi muayene kalemi butcelenmeli.
EV-2026-08-09-342,2026 Yili Gumruk Musavirligi Asgari Ucret Tarifesi - deniz yoluyla ithalat ve antrepo beyannamesi,"ITH-2 (deniz yoluyla gelip limanda yapilan ithalat): 4.670 TL/beyanname. ITH-13 CIF kademesi: 0-15.000 USD tarife tutari; 15.001-225.000 USD icin asan kismin %0,3'u; 225.001-2.000.000 USD icin asan kismin %0,1'i. ITH-14 (ikinci ve sonraki her konteyner): 1.350 TL. ITH-15 (11. ve sonraki her kalem): 70 TL. ANT-1 antrepo beyannamesi: 0-15.000 USD 1.350 TL; 15.001-225.000 USD icin asan kismin %0,1'i. ANT-3 (ek konteyner): 1.000 TL. OZ-4 (laboratuvar tahlili, ekspertiz, TSE/DTS islemleri) her islem 940 TL",TRY,T3,Gumruk Musavirleri Dernekleri - 2026 Yili Gumruk Musavirligi Asgari Ucret Tarifesi (EK-1),https://www.karacagumrukleme.com/upload/source/2026/01/07c6f38578a79ffec7f58968239b7613.pdf,2026-01,2026-01-01,2026-08-09,HIGH,FACT,1y,-,navlun-lojistik-uzmani,-,-,ASGARI tarife - fiili ucret bunun uzerinde olabilir. Alkollu icki ithalatinda antrepo + serbest dolasima giris olmak uzere IKI beyanname olacagi icin ANT-1 + ITH-2 birlikte hesaplanmalidir. OZ-4 kalemi analiz/ekspertiz islemleri icin ayrica cikacaktir.
EV-2026-08-09-343,Maersk Turkiye ITHALAT demurrage & detention tarifesi - free time ve gunluk ucretler,"Free time: 1-7 takvim gunu (ucretsiz). 8-12. gun: 20ft 60 USD/gun, 40ft 75 USD/gun. 13-17. gun: 20ft 80, 40ft 115. 18+ gun: 20ft 100, 40ft 150. Turkiye ithalatta terminal ardiyesi (storage) tasiyici tarafindan degil TERMINAL ISLETMECISI tarafindan ayrica faturalanir",USD/gun,T3,Maersk - Turkey Imports (Local Information),https://www.maersk.com/local-information/europe/turkey/import,2025-09-15,2025-09-15,2026-08-09,HIGH,FACT,90d,-,navlun-lojistik-uzmani,-,-,KRITIK: ardiye (terminal) VE D&D (hat) AYRI AYRI isler -> gecikmede iki saat birden calisir. Diger hatlarin tarifesi farkli olabilir. Genel sektor pratigi Turkiye'de free time 7-14 gun.
EV-2026-08-09-344,Ruhsat/analiz/bandrol beklemesi senaryosunda 20DV basina liman bekleme maliyeti (turetilmis),"21 gun bekleme: D&D ~1.100 USD + ardiye ~972 USD = ~2.072 USD/20DV (~0,16 USD/sise). 60 gun bekleme: D&D ~5.000 USD + ardiye ~3.000 USD = ~8.000 USD/20DV (~0,61 USD/sise)",USD,T4,"Turetme (EV-...-340, EV-...-343)",OFFLINE,-,-,2026-08-09,MEDIUM,ESTIMATE,90d,-,navlun-lojistik-uzmani,-,-,"Ardiye free time UNKNOWN kabul edilerek 1. gunden hesaplandi (muhafazakar). Karsi tedbir: konteyneri hizla ANTREPOYA cekip bosaltmak -> detention ve ardiye durur, cok daha ucuz antrepo ucreti baslar (EV-...-350). Bekleme gun sayisi mevzuat-ruhsat-uzmani'ndan gelmeli -> T-301."
EV-2026-08-09-350,Turkiye gumruklu antrepo paletli depolama birim ucreti (gosterge),"~0,35 EUR / palet / gun",EUR/palet/gun,T5,FixAntrepo - Gumruklu Antrepo Ardiye Hesaplama / 2026 Gumruklu Antrepo Fiyatlari,https://www.fixantrepo.com.tr/gumruklu-antrepo-ardiye-hesaplama/,2026,-,2026-08-09,LOW,ESTIMATE,90d,-,navlun-lojistik-uzmani,-,-,"T5 ticari blog. Firma/lokasyon bazinda cok degisir; giris-cikis ellecleme, minimum sure, sigorta ayrica. Alkollu ickiye uygun (OTV'li urun) genel antrepo yetkisi gerekiyor mu -> mevzuat-ruhsat-uzmani. Buyuklugu kavramak icin: 10 palet x 60 gun x 0,35 EUR = 210 EUR -> limanda 60 gun beklemenin (~8.000 USD) yaninda ihmal edilebilir."
EV-2026-08-09-351,Turkiye ic nakliye - limandan depoya konteyner cekme ucreti,"UNKNOWN (yalnizca cok genis genel band bulundu: 3.000-30.000 TL, mesafeye gore, KDV haric)",TRY,T5,Erciyes Lojistik / Ambarli Nakliye - 2026 konteyner nakliye fiyat listeleri,https://erciyeslojistik.com/2026/01/16/konteyner-nakliyesi-2026/,2026-01-16,-,2026-08-09,LOW,UNKNOWN,90d,-,navlun-lojistik-uzmani,-,-,Band o kadar genis ki modele giremez. Ambarli -> Istanbul Avrupa yakasi depo icin gercek teklif gerekli -> T-304.
EV-2026-08-09-360,Deniz kargo sigortasi prim orani ve teminat degeri esasi,"Prim: sigortali degerin %0,1-1,5'i (genel); tipik %0,3-0,6. Teminat degeri: CIF + %10 (uluslararasi standart); kirilgan/yuksek degerli yukte %15-30'a cikarilabilir. CIF Incoterms 2020'de saticinin asgari yukumlulugu ICC (C), %110 deger uzerinden",%,T5,BRF Logistics / IncoDocs / ShipFinex derlemesi,https://brf-logistics.com/how-is-marine-cargo-insurance-calculated/,2026,-,2026-08-09,LOW,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,Sarap KIRILGAN yuk -> bandin ust ucu beklenmeli. ICC (C) kirilmayi KAPSAMAZ; sarapta ICC (A) 'all risks' + ozel kirilma/termal sok teminati gerekir. Turk sigorta sirketinden gercek kotasyon UNKNOWN -> T-304. UYARI: CIF terimiyle alim yapilirsa sigorta satici fiyatinin icindedir -> AYRICA maliyet yazilamaz (cift sayim).
EV-2026-08-09-361,Icecek lojistiginde tasiyicinin sinirli sorumlulugu ve kargo sigortasi kapsami,"Deniz tasimasinda tasiyici sorumlulugu kilogram basina yalnizca 3 USD ile sinirli. Uzman icecek kargo sigortasi: dogal afet, carpisma, kontaminasyon, yangin, hirsizlik, TERMAL SOK, SARAP BOZULMASI (wine spoilage) ve musterek avarya masraflarini kapsar",USD/kg,T4,Hillebrand Gori - How to get the best shipping rates for wine shipments,https://www.hillebrandgori.com/media/publication/how-to-get-the-best-shipping-rates-for-wine-shipments,2023-10-31,-,2026-08-09,MEDIUM,FACT,1y,-,navlun-lojistik-uzmani,-,-,"3 USD/kg sinir: 1,26 kg'lik bir dolu sise icin tasiyici sorumlulugu ~3,8 USD -> pahali sarapta yetersiz, fiyat/performans sarabinda yeterli olabilir. Termal sok ve sarap bozulmasi teminatinin AYRICA satin alinabildigi bu kaynakla dogrulandi."
EV-2026-08-09-370,Sarapta sicaklik hasari esigi ve kuru konteynerde yaz sevkiyati pratigi,20 C uzerinde oksidasyon hizlanir ve aroma kaybi olur; isi sivi genlesmesi ile mantari iteler (kacirma/leakage). Kuru konteyner kullanan sevkiyatcilar tipik olarak YAZ SEVKIYATINDAN KACINIR,C,T5,MOL Logistics blog / FreightAmigo derlemesi,https://blog.mol-logistics-group.com/en/blog/wine-shipment,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,180d,-,navlun-lojistik-uzmani,-,-,Kuru konteyner ICINDEKI fiili sicaklik olcumu (rota/mevsim bazli) bulunamadi -> UNKNOWN. Beklenen fire orani UNKNOWN.
EV-2026-08-09-371,Izolasyon liner (thermal liner) performansi ve reefer'a gore konumu,"Liner sicaklik artisini ortalama 8-11 C ile sinirlar; yuk liner icinde muhurlendikten sonra ic sicaklik en fazla 11 C artar. Liner, reefer'a gore %23 daha dusuk sera gazi; dis guc kaynagi gerektirmez",C / %,T4,Hillebrand Gori - Insulated Container: What It Is and Why You Need It,https://www.hillebrandgori.com/media/publication/insulated-container-what-it-is-and-why-you-need-it,2022-05-26,-,2026-08-09,MEDIUM,FACT,1y,-,navlun-lojistik-uzmani,-,-,"LINER BIRIM MALIYETI KAYNAKTA YOK -> UNKNOWN, T-304. Metin 'ortalama 8-11 C artis' ile 'en fazla 11 C'ye cikar' arasinda mugliak; ihtiyatla okunmali."
EV-2026-08-09-372,Reefer konteynerin kuru konteynere gore maliyet primi,Sicaklik kontrollu tasima standart tasimaya gore %20-50 prim tasir. Ornek: ~1.000 kasa icin reefer ~2.000 GBP,%,T5,FreightAmigo / Jancis Robinson derlemesi,https://www.freightamigo.com/en/blog/logistics/best-practices-for-temperature-controlled-wine-shipping/,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,90d,-,navlun-lojistik-uzmani,-,-,Okyanus navlunu primi. AYRICA terminal tarafinda reefer ardiyesi kuru konteynerin ~4 kati (EV-...-341) ve reefer kapi cikis ucreti biraz daha yuksek (EV-...-340). Gumrukte bekleme olursa reefer maliyeti katlanir.
EV-2026-08-09-380,Ithal alkollu ickide bandrol/kodlu etiketin fiziksel olarak nerede uygulandigi (OPERASYONEL),"Bandrol/kodlu etiket, yabanci uretim tesisinde VEYA Turkiye'de belirlenmis antrepolarda (Istanbul, Izmir, Mersin) serbest dolasima girmeden once uygulanir",-,T5,Bigpara/Hurriyet haberi + TADAB Bandrollu Urun Izleme Sistemi tebligi referansi,https://bigpara.hurriyet.com.tr/haberler/ekonomi-haberleri/alkollu-ickilerde-2026-ucret-tarifesi-belli-oldu_ID1622712/,2026,-,2026-08-09,LOW,UNKNOWN,180d,-,navlun-lojistik-uzmani,-,-,"T5 - TEK BASINA KULLANILAMAZ. Mevzuat tarafi mevzuat-ruhsat-uzmani'nda (T-301). LOJISTIK SONUCU: bandrol antrepoda yapiliyorsa (a) konteyner limandan hizla cekilmeli, (b) antrepo dwell suresi lead-time'a eklenir, (c) bandrol hizi (sise/gun) operasyonel darbogaz olur. Bandrolleme birim maliyeti ve kapasitesi UNKNOWN."
EV-2026-08-09-401,Dunya siselenmis sarap (<2 l) ortalama ihracat fiyati 2025,4.53,EUR/litre,T3,OIV — State of the World Wine Sector in 2025 (s.18),https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,Dunya ortalamasi; f/p segmenti bunun altinda. Katman L1 yakinsamasi.
EV-2026-08-09-402,Dunya dokme sarap (>10 l) ortalama ihracat fiyati 2025,0.75,EUR/litre,T3,OIV — State of the World Wine Sector in 2025 (s.18),https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,750 ml sivi karsiligi 0.56 EUR; kuru malzeme haric.
EV-2026-08-09-403,OIV Table 5 — baslica ihracatcilarin 2025 hacim/deger ve siselenmis payi,tablo,mhl/bn EUR/%,T3,OIV — State of the World Wine Sector in 2025 (Table 5),https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,Dikey yapi yuzdeleri tabloda 2024 basligiyla; metin bazi ulkeler icin 2025 verir.
EV-2026-08-09-404,Ulke bazinda siselenmis sarap ortalama ihracat birim degeri 2025 (turetilmis),IT 4.39 / ES 2.87 / FR 7.79 / CL 2.68 / AU 4.99 / PT 3.43 / ZA 2.72 / US 7.89 / AR 3.75,EUR/litre,T3,Turetme — OIV Table 5,https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,MEDIUM,ESTIMATE,1y,-,global-sourcing-kasifi,-,-,ULKE ORTALAMASI; f/p segmenti altinda. Katman L1.
EV-2026-08-09-405,Turkiye 2025 HS 220421 ithalatinda mense bazli CIF birim degerleri,ES 2.71 / MD 2.46 / GE 2.57 / CL 2.89 / PT 3.20 / IT 3.65 / BG 3.89 / FR 6.27,USD/litre (CIF),T3,UN Comtrade (raportor Turkiye),https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0,2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,KATMAN L2. Gumruk kiymeti tartismasi degildir.
EV-2026-08-09-406,Turkiye 2024 HS 220421 ithalatinda mense bazli CIF birim degerleri,toplam 17619494 l / 66421236 USD / ort 3.77,USD/litre (CIF),T3,UN Comtrade (raportor Turkiye),https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2024&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0,2025,2024,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,"Yil bazinda mense oynakligi yuksek (Yunanistan -%97, Bulgaristan sifirdan 1.38 m l)."
EV-2026-08-09-407,Turkiye 2025'te HS 220429 (dokme sarap) ithalati pratikte sifir,628,litre,T3,UN Comtrade (raportor Turkiye),https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220429&flowCode=M&customsCode=C00&motCode=0,2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,Bulk hipotezi icin sinyal. Nedeni bu ajanin alani degildir.
EV-2026-08-09-408,Interbrosa (ES) private label MOQ = 4 palet / ~3000 sise per sarap,3000,sise,T4,Interbrosa Family Wines — Private Brands,https://www.interbrosa.com/private-brands/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,quote_type INDICATIVE. Pilot hacmi (5000 sise) ile uyumlu.
EV-2026-08-09-409,Vina Maria (ES) private label MOQ = 1 x 20 ft karisik konteyner (2 SKU),1 x 20ft mixed,konteyner,T4,Vina Maria — Private Label OEM Wine,https://www.vinamaria.es/private-label-oem-wine,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,quote_type INDICATIVE. Yillik uretim 15 m sise+. Fiyat listesi mevcut oldugu beyan ediliyor.
EV-2026-08-09-410,"The Wine Factory (FR) private label MOQ 3600 sise, lead time 4-6 hafta",3600 sise / 4-6 hafta,sise; hafta,T4,"The Wine Factory SARL, Gornac & Valros",https://www.twf-wines.com/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,C-401,quote_type INDICATIVE. 'Odeme sonrasi' ifadesi pesin odeme ipucu; teyit edilmedi.
EV-2026-08-09-411,FMS Wine Marketing (ZA) private label anahtar teslim ~4 hafta,~4,hafta,T4,FMS Wine Marketing — Private Label & Bulk Wine,https://fms-wine-marketing.co.za/private-label-bulk-wine/,UNKNOWN,UNKNOWN,2026-08-09,LOW,FACT,90d,-,global-sourcing-kasifi,-,-,MOQ UNKNOWN. Uretici degil pazarlama/aracilik firmasi — ek marj katmani riski.
EV-2026-08-09-412,Origin Wine (ZA/UK) bespoke brands hizmeti; 100+ m litre/yil,100+,milyon litre/yil,T4,Origin Wine kurumsal sitesi,https://origin.wine/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,MOQ UNKNOWN. Coklu mense (ZA/AR/CH) — tedarikci bagimliligi riskini azaltabilir. Turkiye pazar listesinde yok.
EV-2026-08-09-413,Kingston Estate (AU) Avustralya'nin en buyuk private brand ureticisi iddiasi; 50+ m litre/yil,50+,milyon litre/yil,T4,Kingston Estate Wines — Bulk Wine / Private Label,https://www.kingstonestatewines.com/bulk-wine/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,BULK odakli; siselenmis bitmis urun MOQ'su UNKNOWN. Haftada 50-70 x 24000 L flexitank.
EV-2026-08-09-414,Scheid Family Wines (California) full-service private label programi,VAR,-,T4,Scheid Family Wines — Private Label Brands,https://scheidfamilywines.com/pages/private-label-brands,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,MOQ/fiyat/lead time UNKNOWN. Benchmark mensei (California) ile Model B eslesme adayi.
EV-2026-08-09-415,Antawara Vineyards (CL) ithalatci private label uzmani; 12+ ulke,12+,ulke,T4,Antawara Vineyards — Private Labels & OEM,https://antawara-wines.cl/private-labels/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,MOQ 'convenient' denip sayi verilmemis = UNKNOWN. 5 kalite kademesi; hedef Entry/Varietal.
EV-2026-08-09-416,Corta Hojas (CL) private label sise + BIB + dokme; %100 ihracat odakli,%100 ihracat,-,T4,Corta Hojas Export Wine — Private Label Wines,https://www.cortahojas.com/private-labels-wines.php,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,MOQ ve fiyat UNKNOWN. Sili-Turkiye hatti fiilen calisiyor (bkz EV-405).
EV-2026-08-09-417,Vinicola Vedovato (IT) private label; EXW/FOB/CIF/DAP ile calisiyor,"EXW, FOB, CIF, DAP",Incoterm,T4,Vinicola Vedovato Mario SRL,https://www.vinicolavedovato.com/en/how-to-start-a-private-label-wine-business/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,Incoterm listesi iletisim formundan okundu; fiili uygulama degil muzakere edilebilirlik gosterir.
EV-2026-08-09-418,"Casa Santos Lima (PT) ~%90 ihracat, ~50 ulke, fiyat-kalite odakli coklu marka",~50 ulke / ~%90,ulke; %,T4,Casa Santos Lima kurumsal sitesi,https://www.casasantoslima.com/en/,UNKNOWN,UNKNOWN,2026-08-09,MEDIUM,FACT,90d,-,global-sourcing-kasifi,-,-,Private label sitede anilmiyor = UNKNOWN. Oncelikle MODEL A adayi.
EV-2026-08-09-419,Moldova siselenmis sakin sarap ortalama ihracat fiyati 8A2025 = 1.98 USD/sise,1.98,USD/sise,T4,Wine Intelligence / VinoVistara (kaynak ONVV / Wine of Moldova),https://wine-intelligence.com/blogs/wine-analytics-pricing-report-data/moldova-s-wine-exports-in-the-first-8-months-of-2025-mixed-signals-in-a-transforming-market,2025-09-18,2025-01/2025-08,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,Sise hacmi 750 ml VARSAYILDI ama kaynakta yazmiyor. Katman L1 yakinsamasi.
EV-2026-08-09-420,Wine Australia — sarap ihracatinda odeme yontemleri ve yeni iliskide open account riski,advance / L-C / documentary collection / open account / consignment,odeme yontemi,T3,Wine Australia — Export Ready Hub,https://www.wineaustralia.com/selling/export-ready-hub/which-export-payment-method-is-best-for-your-business,UNKNOWN,-,2026-08-09,MEDIUM,FACT,1y,-,global-sourcing-kasifi,-,-,Sektor rehberi; tedarikci teklifi degil. KKDF etkisi gumruk-vergi-uzmani alani (T-404).
EV-2026-08-09-421,f/p segmenti 750 ml FOB gosterge bandi — kanitla sinirlandirilmis,alt sinir 0.56 EUR (sivi) / ust sinir 1.85-2.40 USD (CIF tavani),EUR ve USD / 750 ml,T3,Turetme — EV-402 + EV-405 + EV-419,-,-,2025,2026-08-09,LOW,ESTIMATE,90d,-,global-sourcing-kasifi,-,-,TEKLIF DEGILDIR. Kur donusumu YAPILMADI. Tek fiyat girdisi olarak kullanilamaz.
EV-2026-08-09-422,Benchmark 'Gold Country' ureticisi/sisleyicisi dogrulanamadi,UNKNOWN,-,T5,Web aramasi (Vivino / Wine-Searcher / perakendeciler),https://www.wine-searcher.com/find/gold+country+cab+sauv+california+usa,-,-,2026-08-09,LOW,UNKNOWN,90d,-,global-sourcing-kasifi,-,-,Mense tanimi kaynaklar arasi celiskili (Sierra Foothills vs Central Valley) — C-403.
EV-2026-08-09-423,Komsu benchmark 'Central Creek' (AU) ureticisi bulunamadi,UNKNOWN,-,T5,Web aramasi,-,-,-,2026-08-09,LOW,UNKNOWN,90d,-,global-sourcing-kasifi,-,-,Ozel marka (private label) hipotezi; iddia degildir. T-405 ile turkiye-pazar-kasifi'na devredildi.
EV-2026-08-09-424,Agregator iddiasi: private label tipik MOQ 300-1200 sise,300-1200,sise,T5,usetorg.com — Private Label Wine,https://usetorg.com/blog/private-label-wine,UNKNOWN,-,2026-08-09,LOW,CONFLICT,90d,-,global-sourcing-kasifi,-,C-401,Dogrulanmis uretici beyanlariyla celisiyor (3000 / 3600 / 1x20ft).
EV-2026-08-09-425,"2025 dunya sarap uretimi 227 mhl, tuketimi 208 mhl",uretim 227 / tuketim 208,mhl,T3,OIV — State of the World Wine Sector in 2025,https://www.oiv.int/sites/default/files/2026-05/OIV-State_of_the_World_Wine_Sector_in_2025.pdf,2026-05,2025,2026-08-09,HIGH,FACT,1y,-,global-sourcing-kasifi,-,-,Alici lehine muzakere ortami sinyali; 'distilasyon krizi firsati' degildir.
EV-2026-08-09-426,Turkiye 2025 toplam HS 220421 ithalati 17.85 m litre / 66.88 m USD CIF,17848518 l / 66876002 USD,litre; USD (CIF),T3,UN Comtrade (raportor Turkiye),https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=792&period=2025&cmdCode=220421&flowCode=M&customsCode=C00&motCode=0,2026,2025,2026-08-09,MEDIUM,FACT,180d,-,global-sourcing-kasifi,-,-,CAPRAZ IPUCU: pazar yorumu turkiye-pazar-kasifi alani. Sourcing cikarimi: ithalat hatti calisiyor.
EV-2026-08-09-427,"Ispanya 2025 ortalama sarap ihracat fiyati 1.29 EUR/l, dokme 0.79 EUR/l",1.29 / 0.79,EUR/litre,T5,Ispanyol sektor basini (birincil kaynak OEMV olarak gosteriliyor),https://www.oemv.es/exportaciones,2026,2025,2026-08-09,LOW,ESTIMATE,180d,-,global-sourcing-kasifi,-,-,BIRINCIL KAYNAK OKUNMADI. Modele giremez; yalnizca EV-402 ile tutarlilik kontrolu.
EV-2026-08-09-428,"Les Grands Chais de France — 178 ulke, ~44 m koli (2021), private label uretimi",178 ulke / ~44 m koli,ulke; 9L koli,T5,"Sektor basini (the-buyer, ibwsshow, wein.plus)",https://ibwsshow.com/en/blog/exhibitor-profiles-67/groupe-granda-chais-de-france-a-group-where-difference-counts-213.htm,UNKNOWN,-,2026-08-09,LOW,ESTIMATE,180d,-,global-sourcing-kasifi,-,-,"Kurumsal site groupegcf.com 2026-08-09'da HTTP 503 — DOGRULANAMADI, havuza alinmadi."
EV-2026-08-09-501,"Metro Turkiye rafinda Gold Country California Colombard-Chardonnay 2023 750 ml etiket fiyati 599,90 TL goruldu",599.90,TRY,T4,Metro Turkiye magaza rafi - kullanici fotografi,PHOTO,2026-08-09,2026-08-09,2026-08-09,HIGH,FACT,30d,-,turkiye-pazar-kasifi,-,-,Fotograftan okundu; KDV/katman/promosyon bu kartla KANITLANMAZ
EV-2026-08-09-502,"Metro Turkiye rafinda Central Creek (Avustralya) etiket fiyati 649,90 TL goruldu",649.90,TRY,T4,Metro Turkiye magaza rafi - kullanici fotografi,PHOTO,2026-08-09,2026-08-09,2026-08-09,HIGH,FACT,30d,-,turkiye-pazar-kasifi,-,-,Hacim 750 ml DOGRULANMADI
EV-2026-08-09-503,Metro Turkiye haftalik brosurunde tum fiyatlar 'KDV'li' ibaresiyle yayinlanir,KDV'li,-,T4,Metro Turkiye resmi brosuru 5-11 Agustos 2026,https://www.kataloglar.com.tr/metro/metro-katalog-arambadan-itibaren-05-08-2026-38368/,2026-08-05,2026-08-05,2026-08-09,HIGH,FACT,30d,10-evidence/raw/snapshots/EV-2026-08-09-503-metro-katalog-kdvli-fiyat.png,turkiye-pazar-kasifi,-,-,OQ-001 icin ana kanit; KDV haric ikinci fiyat yok
EV-2026-08-09-504,Metro brosur etiket anatomisi: ustu cizili KDV'li normal fiyat + KDV'li indirimli fiyat + birim fiyat,"499,90 -> 434,90 TL KDV'li",TRY,T4,Metro Turkiye Temizlik-Kisisel Bakim brosuru 01-31.08.2026,https://www.kataloglar.com.tr/metro/metro-temizlik-kiisel-bakm-cumartesinden-itibaren-01-08-2026-38257/,2026-08-01,2026-08-01,2026-08-09,HIGH,FACT,30d,10-evidence/raw/snapshots/EV-2026-08-09-504-metro-temizlik-katalog-01-31-agustos-2026.png,turkiye-pazar-kasifi,-,-,Ikinci sayi KDV haric degil BIRIM FIYATTIR
EV-2026-08-09-505,Metro Turkiye'den herkes alisveris yapabilir; bireysel musteri ucretsiz Metro Kart ile son tuketici olarak alir,Herkes,-,T4,Metro Turkiye SSS,https://www.metro-tr.com/hakkimizda/sss,UNKNOWN,UNKNOWN,2026-08-09,HIGH,FACT,180d,-,turkiye-pazar-kasifi,-,-,Katman sorusu icin belirleyici: Metro fiyati fiilen tuketiciye acik
EV-2026-08-09-506,Perakende satista etiket tum vergiler dahil fiyati gosterir; toptan+perakende birlikte yapilan yerde perakende hukumleri uygulanir,tum vergiler dahil,-,T1,Fiyat Etiketi Yonetmeligi RG 28.06.2014/29044 (ikincil veritabani uzerinden),https://www.lexpera.com.tr/resmi-gazete/metin/fiyat-etiketi-yonetmeligi-29044,2014-06-28,2014-06-28,2026-08-09,MEDIUM,FACT,180d,-,turkiye-pazar-kasifi,-,-,RG/mevzuat.gov.tr 503 verdi; T-501 ile mevzuat-ruhsat-uzmani dogrulayacak
EV-2026-08-09-507,Metro brosur kunyesi: brosur fiyatlari sevkiyat hizmeti alan musterilere uygulanmaz; tipografik hatada magaza fiyati gecerlidir,kunye metni,-,T4,Metro Turkiye brosur kunyesi 05-11.08.2026,https://www.kataloglar.com.tr/metro/metro-katalog-arambadan-itibaren-05-08-2026-38368/,2026-08-05,2026-08-05,2026-08-09,HIGH,FACT,30d,10-evidence/raw/snapshots/EV-2026-08-09-507-metro-brosur-kunye.png,turkiye-pazar-kasifi,-,-,Magaza fiyati != sevkiyat/HoReCa teslimat fiyati
